label,page,matched_text,snippet,oa_rank,title,doi,relevance_tier,novelty_threat,local_pdf
optimization_role:feature selection,1,Feature Selection,"STATISTICS, OPTIMIZATION AND INFORMATION COMPUTING Stat., Optim. Inf. Comput., Vol. 14, October 2025, pp 1909–1917. Published online in International Academic Press (www.IAPress.org) Feature Selection Using Binary Harris Hawks Optimization Algorithm to Improve K-Means Clustering Shaymaa Haleem Ibrahem 1, Ammar Saad Abduljabbar 2,*, Omar Saber Qasim 2 1Department of Arts, Mosul University, Iraq 2Department of Mathematics, Mosul Universit",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
optimization_role:feature selection,1,feature selection,"artment of Arts, Mosul University, Iraq 2Department of Mathematics, Mosul University, Iraq Abstract This study aims to explore the suitability of adopting K-means clustering for the categorization of five disaggregate datasets that undergo feature selection employing a Binary Harris Hawks Optimization Algorithm (BHHOA). First, a feature selection technique is applied using BHHOA to identify the most important features from each dataset prior to executing dimensionality reduction and enhancing",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
metric:Execution time,8,execution time,"that the proposed algorithm effectively balances model simplification with minimizing bias linked to unnecessary features. To validate the efficacy of the proposed algorithm, various evaluation metrics, such as classification accuracy and execution time, were employed. These metrics indicated that the algorithm decreases computational complexity and enhances efficiency relative to other approaches. These results support the notion that the proposed algorithm offers an innovative and effec",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
fitness_objective,5,fitness function,"SHAYMAA HALEEM IBRAHEM, AMMAR SAAD ABDULJABBAR AND OMAR SABER QASIM 1913 Where µ and δ are random values from (0, 1) and β is a constant, and its value is 1.5 [11, 16]. In this phase, the position of the Harris’ hawk is updated as x(t+1) = ( γ if Fitness(γ) < Fitness(xt) Z if Fitness(Z) < Fitness(xt) (9) Where Fitness(xt) is the fitness function. 3.4. Binary Harris hawks optimizer The Binary Harris Hawks Optimizer (BHHO) is a new algorithm that is based on the original Harris Hawks Optimizer (HHO). The binary version is largely designed to solve binary optimization problems, which involve decision variables encoded with binary values 0 and 1, corresponding to the possible states or decisi",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
fitness_objective,6,minimise,"centroids from the set of k centroids with the reduced dimensions of data. The data is also assigned to the closest centroid using Euclidean distance, and then the Euclidean distances are used to update the centroids by calculating their means. This is repeated until convergence, i.e., when the centroid becomes acceptable and internal variance is minimised. This study used a preset number of priorities (K = 3) when clustering, according to the conclusions made during the course of preliminary analysis by the Calinski–Harabasz (CH) index. The algorithm was given many instances in order to make it less susceptible to random initialization. The final clustering solution was chosen accordingl...",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
limitations_future_work,3,limitations,"osition can affect the final clusters. Incorrect choices can lead to suboptimal solutions. Furthermore, Kmeans assumes an equal-sized spherical cluster, although this may not be true for all data sets. Finally, K-means is a powerful technique for identifying patterns in unlabeled data; however, its limitations and parameter choices must be carefully considered [10][17]. 3. Harris Hawks optimization algorithm (HHOA) The Harris Hawks Optimization Algorithm (HHOA), as proposed by [5]. It is based on artificial mimicking of the processes that occur during hunting and rabbit catching of Harris hawks in nature",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
limitations_future_work,3,drawbacks,"1 Figure 1. A representation of the K-means clustering K-means offers many advantages, including ease of implementation and rapid convergence of results, especially when K is small. It is flexible, as you can vary it by using different distance measures and starting strategies. However, it has some drawbacks, including that choosing K in advance can be difficult, and the initial center of gravity position can affect the final clusters. Incorrect choices can lead to suboptimal solutions. Furthermore, Kmeans assumes an equal-sized spherical cluster, although this may not be true for all data sets. Finall",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
limitations_future_work,6,limitations,"the string, while the feature selection is represented by the second part. The associated feature is selected when the number 1 is displayed and not selected when the number 0 is displayed. Despite these good results in feature selection, BHHOA shares with other metaheuristic algorithms some of its limitations, namely stochastic variability and the risk of premature convergence in the search space. Its operation is also sensitive to control parameters, requiring fine-tuning. To address this, the experiments have been repeated, and adaptive or hybrid enhancements could be a direction for future work. Rega",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
limitations_future_work,6,future work,"f its limitations, namely stochastic variability and the risk of premature convergence in the search space. Its operation is also sensitive to control parameters, requiring fine-tuning. To address this, the experiments have been repeated, and adaptive or hybrid enhancements could be a direction for future work. Regarding reproducibility, initialization was performed through the K-means algorithm, and the encoding of BHHOA agents was done as binary strings of feature subsets. Everything was treated continuously, and fitness was measured using the Calinski–Harabasz (CH) index. Each of the experiments was c",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
limitations_future_work,8,Future research,"ion, leading to more meaningful, non-overlapping cluster subdivisions. Thus, BHHOA showed its capability in handling complex, large-scale data. This method provides a trade-off between computation time and clustering performance, offering a viable solution for clustering in high-dimensional spaces. Future research may involve applying the proposed BHHOAbased feature selection to real-world applications, such as medical image processing and remote sensing, to effectively address high-dimensional and noisy data, thereby enhancing clustering efficacy. REFERENCES 1. B. Yang, et al., Feature selection based on mo",3,Feature selection using binary Harris Hawks optimization algorithm to improve K-Means clustering,10.19139/soic-2310-5070-2653,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\003_2025_Feature_selection_using_binary_Harris_Hawks_optimization_algorithm_to_improve_K-Means_clustering.pdf
optimizer:HHO,1,Harris Hawks Optimization,Journal of Physics: Conference Series PAPER • OPEN ACCESS Dynamic Complex Protein Detection using Binary Harris Hawks Optimization To cite this article: Mouna Chellal and Ilyas Benmessahel 2020 J. Phys.: Conf. Ser. 1642 012019 View the article online for updates and enhancements. You may also like Harris Hawks Optimizer for Solving Multiple Sequence Alignment Mohamm,4,Dynamic Complex Protein Detection using Binary Harris Hawks Optimization,10.1088/1742-6596/1642/1/012019,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\004_2020_Dynamic_Complex_Protein_Detection_using_Binary_Harris_Hawks_Optimization.pdf
optimizer:HHO,1,Harris hawks optimization,"enhancements. You may also like Harris Hawks Optimizer for Solving Multiple Sequence Alignment Mohammed K. Ibrahim, Umi Kalsom Yusof and Rosni Abdullah - A new adaptive algorithm for v-support vector regression with feature selection using Harris hawks optimization algorithm Omar Mohammed Ismael, Omar Saber Qasim and Zakariya Yahya Algamal - Deep learning model optimization for crop prediction and recommendation using Harris Hawks optimization P Latha and Kumaresan P - This content was downloaded fro",4,Dynamic Complex Protein Detection using Binary Harris Hawks Optimization,10.1088/1742-6596/1642/1/012019,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\004_2020_Dynamic_Complex_Protein_Detection_using_Binary_Harris_Hawks_Optimization.pdf
optimizer:Binary HHO,2,BHHO,"n developed to create an efficient approach. Most existing methods do not take changing protein-protein interactions with time into consideration. To address these challenges, we propose a new binary technique of Harris Hawks Optimizer (BHHO) to improve the accuracy of protein complex detection. According to the core-attachment structure, BHHO is used to discover the potential cores of protein complexes by simulating the process of cooperative behavior in chasing by Harris’",4,Dynamic Complex Protein Detection using Binary Harris Hawks Optimization,10.1088/1742-6596/1642/1/012019,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\004_2020_Dynamic_Complex_Protein_Detection_using_Binary_Harris_Hawks_Optimization.pdf
optimizer:Binary HHO,2,BHHO,"interactions with time into consideration. To address these challenges, we propose a new binary technique of Harris Hawks Optimizer (BHHO) to improve the accuracy of protein complex detection. According to the core-attachment structure, BHHO is used to discover the potential cores of protein complexes by simulating the process of cooperative behavior in chasing by Harris’ hawks in nature. We design a new fitness function to detect protein complexes with various densities an",4,Dynamic Complex Protein Detection using Binary Harris Hawks Optimization,10.1088/1742-6596/1642/1/012019,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\004_2020_Dynamic_Complex_Protein_Detection_using_Binary_Harris_Hawks_Optimization.pdf
